Drug Name	DrugBankID	Label DME	PathFX Phenotype	PathFX Phen. CUI	Corrected P-value	Network genes assoc to phen	
fluoxetine	DB00472	Myocardial infarction	Myocardial Infarction	C0027051	6.85859798124e-05	APOC1,CDCP1,CYP2B6,ABCB1,APOA4,SCN5A,CYP2C19,CYP3A4,CST3,CFH,APOC3,FN1,SLC6A4,GSN,HP,F7,KRT16,ATM,ITGA2,APOA1,APOA2,CYP3A5,APOE,CYP1A2,CYP2C9,AHSG,SERPING1,GFAP,CYP2D6,KCNMA1	
fluoxetine	DB00472	Myocardial infarction	Old myocardial infarction	C0155668	0.00014385415183	APOA4,APOA1,APOE,CYP2C9	
fluoxetine	DB00472	Hyperlipidemia	Hyperlipidemia, familial combined	C0020474	0.000149912587413	ALB,APOA4,APOC3,FN1,APOA1,APOA2,APOE	
rivaroxaban	DB06228	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000211441824507	F7,F2	
oxymetazoline	DB00935	Hypertension	Essential hypertension	C0085580	6.61806123364e-05	LPAR1,ALB,EDN2,UTS2,AVPR1A,GNAI2,EDN1,ADRA1D,AGT,BDKRB2,LPAR2,BDKRB1,EDNRA,HP,GCGR,APOE,KNG1,ADRA2B,POMC,TRHR,ADRA1B,ADRA1A,P2RY2,PTGFR,KCNMA1	
oxymetazoline	DB00935	Hypertension	genetic hypertension	C0598428	7.00245700246e-05	CYSLTR2,EDN1,AGT,LPAR2,EDNRA,ADRA2B,ADRA1A	
oxymetazoline	DB00935	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000122897800776	NPS,HTR2B,UTS2,CASR,TACR1,EDN1,AGT,BDKRB2,UTS2B,TAC1,EDNRA,APOE,F2RL1,EDNRB,CYSLTR1,TACR2,F2	
gabapentin	DB00996	Hypertension	Hypertension	C0020538	4.23907319642e-05	LPAR1,GNAI2,NPY2R,FPR1,BDKRB2,APLNR,DRD3,GPER1,ADRA2B,HRH3,CNR1,SST,KNG1,APLN,CCL21,CCR5,CXCL2,CXCL13,NPY,CXCR6,HTR1B,BDKRB1,ANXA1,NPY1R,GAL,PDYN,CCR6,OPRD1,SUCNR1,PPBP,ADRA2C,APP,AGTR2,CACNA2D1,CCR2,CXCL8,POMC,ACKR3,CCL28,PYY,GABBR1,LPAR2,SAA1,AGT,CASR,ADORA1,SSTR4,ADRA2A	
gabapentin	DB00996	Pneumonia	Pneumonia	C0032285	6.08752879237e-05	CXCL9,LPAR1,PTGDR2,CCR1,KNG1,CXCL12,C5AR1,CCR3,CXCL2,CXCL13,CCL19,CXCR4,CXCL5,CCL20,CCR6,CCR8,CXCR2,CCL5,NPW,CXCR3,CXCL1,CCR2,CXCL8,POMC,C3,C3AR1,LPAR2,PF4,CCR9	
gabapentin	DB00996	Sepsis	Sepsis	C0243026	7.62623633524e-05	FPR2,SST,KNG1,CXCL12,C5AR1,CXCL2,C5,CXCR4,GAL,CXCR2,CCL5,PNOC,APP,AGTR2,CCR2,CXCL8,POMC,C3,C3AR1,SAA1,AGT,ADRA2A,S1PR3	
gabapentin	DB00996	Hypertension	genetic hypertension	C0598428	5.87228717369e-05	ADRA2B,CXCR6,ACKR3,LPAR2,AGT,SSTR4	
gabapentin	DB00996	Myocardial infarction	Myocardial Infarction	C0027051	6.47058823529e-05	CXCR5,TAS2R50,CXCL10,BDKRB2,CCR1,ADRA2B,CNR1,KNG1,CXCL12,CCR5,GRM8,CCR3,NPY,BDKRB1,HTR1D,CXCL6,OPRD1,CCL5,AGTR2,CCR2,CXCL8,C3,P2RY12,AGT,CASR,ADORA1,OPRK1	
gabapentin	DB00996	Pancreatitis	Hereditary pancreatitis	C0238339	9.80984002415e-05	GNAI2,CXCL10,CXCL12,CXCR4,CXCL5,CXCL6,CXCR1,CCL20,CCR6,CXCR2,CXCR3,CXCL1,CXCL8,CCL28,CASR	
gabapentin	DB00996	Hypertension	Renovascular hypertension	C0020545	8.62124636745e-05	CXCL10,SUCNR1,PTGER3,AGTR2,CXCR3,AGT	
gabapentin	DB00996	Hypertension	Primary pulmonary hypertension	C0152171	9.25935140637e-05	BDKRB2,APLNR,CCR1,KNG1,CXCL12,CCR5,CCR7,CXCR4,HTR1B,BDKRB1,CCL5	
gabapentin	DB00996	Hypertension	Pulmonary arterial hypertension	C3203102	0.000110445268432	BDKRB2,APLNR,CCR1,KNG1,CXCL12,CCR5,CCR7,CXCR4,HTR1B,BDKRB1,CCR6,CCL5	
gabapentin	DB00996	Pneumonia	Pneumocystis jiroveci pneumonia	C1535939	0.000121423586881	CXCL10,CCR5,CXCR6,CXCR4,CXCL8,C3	
gabapentin	DB00996	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000123153275753	CNR1,CCR5,CCR7,NPY,GAL,CCL5,AGTR2,CCR2,C3,SAA1,AGT	
gabapentin	DB00996	Pneumonia	Streptococcal pneumonia	C0155862	0.000134323538909	CCL5,PPBP,CXCL8,C3	
gabapentin	DB00996	Pancreatitis	Pancreatitis	C0030305	0.000175447124765	BDKRB2,CCR1,CNR1,SST,PPY,CNR2,CCL5,CXCL8,CASR	
gabapentin	DB00996	Pancreatitis	Acute pancreatitis	C0001339	0.000217787293327	GALR2,GAL,CXCL8,AGT,GALR3	
mirabegron	DB08893	Hypertension	Hypertension	C0020538	5.66675331427e-05	RAMP2,PPBP,HTR4,ITGA2,CST3,PALB2,GRAP2,PTH,ABCB1,CALCA,KCNMA1,TIAM1,CYP2D6,APOA1,RYR2,ALB,DMD,MGST3,GPR83,ATM,APOC3,HP,IAPP,NPHS1,PTGER4,MC2R,CYP3A4,MC3R,APOC1,GABBR1,FSHR,CALCRL,RAMP1,GCGR,ADRB3,FN1,CFH,ADORA2B,F7,GNAS,SLCO1A2,APOE,LHB,CRHR1,ADM,POMC,TTR,GCG,ADRA1B	
mirabegron	DB08893	Hypertension	Essential hypertension	C0085580	7.13937881641e-05	PTH,ABCB1,CALCA,KCNMA1,CYP2D6,ALB,ATM,HP,FSHR,CALCRL,GCGR,ADRB3,GNAS,APOE,VIP,ADM,POMC,ADRA1B	
salmeterol	DB00938	Hypertension	Essential hypertension	C0085580	6.35802469136e-05	ADRB3,CALCRL,GCGR,ADRB1,ADRB2,GNAS,CYP3A5,PTH,POMC,FSHR,LDLR,ADM,DNM2,VIP,APOB,CALCA	
salmeterol	DB00938	Hypertension	Hypertension	C0020538	5.01450476585e-05	ADRB3,MC3R,M6PR,CALCRL,AVPR2,RAMP1,SCARB2,GCGR,EGFR,GCG,ADRB1,ADRB2,GPR83,LRP2,RAMP2,AVP,HTR4,LDLRAP1,GNAS,CYP3A5,PTH,POMC,FSHR,IAPP,CYP2C8,LDLR,ADM,MGST3,CRHR1,LHB,DNM2,MC2R,ADORA2B,APOB,HGS,CALCA,EGF,CYP3A4,PTGER4	
carvedilol	DB01136	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.000167801455217	VIPR2,CAMTA1,APOE,CALCA,TACR1,EDNRB,NPPB,CYP3A4,ADRB1,HIF1A,GFAP,RXFP1,AGT,F2,TJP1,SLA2,ITGB3,EDN1,ADRB2,HP,ROCK1,DNAJC6,BIN1	
carvedilol	DB01136	Pulmonary edema	Pulmonary edema	C0034063	0.000182135542926	GHRH,HIF1A,FSHR,ALB,ADRB2,EGLN1,ROCK1,F2R,VEGFA	
carvedilol	DB01136	Edema	Pulmonary edema	C0034063	0.000182135542926	GHRH,HIF1A,FSHR,ALB,ADRB2,EGLN1,ROCK1,F2R,VEGFA	
carvedilol	DB01136	Pulmonary edema	High altitude pulmonary edema	C0340100	0.000181802025946	EDNRA,EDN1,ADRB2,EGLN1,VEGFA	
carvedilol	DB01136	Edema	High altitude pulmonary edema	C0340100	0.000181802025946	EDNRA,EDN1,ADRB2,EGLN1,VEGFA	
desflurane	DB01189	Hepatic necrosis	Hepatic necrosis	C0151798	7.4444086368e-05	NDUFA12,NDUFA2,NDUFAF2,NDUFS4,HADH,NDUFA10,TGFA	
desflurane	DB01189	Myocardial infarction	Myocardial Infarction	C0027051	8.73571691854e-05	CFH,CST3,NDUFA2,APOC3,SCN5A,ATP5J,ATM,F5,GFAP,APOA4,KRT16,SERPING1,APOA2,SERPINA1,HP,CD59,CDCP1,FN1,APOA1,HADH,F7,SEC24D,ITGA2,APOC1,KCNMA1,AHSG,GSN,F8,APOE	
desflurane	DB01189	Myocardial infarction	Old myocardial infarction	C0155668	0.000110264008473	NDUFA2,APOA4,CD59,APOA1,APOE	
desflurane	DB01189	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000168079616661	F5,APOA1,F7,ITGA2	
desflurane	DB01189	Myocardial infarction	Acute myocardial infarction	C0155626	0.000162653645057	CST3,NDUFA2,SCN5A,F5,HP,DMD,APOA1,F7,ITGA2,APOE	
sulfamethizole	DB00576	Peripheral neuropathy	Peripheral axonal neuropathy	C1263857	0.000282932609154	SETX,GJC2,TTR,SERPING1	
alteplase	DB00009	Hemorrhage	Cerebral Hemorrhage	C2937358	0.000152041785375	ITGA2B,FGA,FN1,FGB,ITGB3,PLAU,PLAT,FGG	
alteplase	DB00009	Hemorrhage	Gastrointestinal hemorrhage	C0017181	0.000244065091308	ITGA2B,FGA,FGB,ITGB3,VWF,FGG	
alteplase	DB00009	Myocardial infarction	Myocardial Infarction	C0027051	6.90230237875e-05	ITGA2B,FGA,HRG,FN1,SERPINE1,FGB,ITGB3,PLAU,PLAT,VWF,PLAUR,FGG,PLG	
alteplase	DB00009	Hemorrhage	Intracranial hemorrhage	C0151699	0.000125927279853	ITGA2B,FGA,FN1,FGB,ITGB3,PLAU,PLAT,FGG	
alteplase	DB00009	Hemorrhage	Internal hemorrhage	C0333285	0.000237949088283	ITGA2B,FGA,FN1,FGB,ITGB3,PLAU,VWF,FGG	
alteplase	DB00009	Myocardial infarction	Acute myocardial infarction	C0155626	0.000104519613957	SERPINE1,PTK2,FGB,ITGB3,PLAU,PLAT,VWF,PLG	
alteplase	DB00009	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000162790697674	FGA,SERPINE1,FGB,PLAU,PLAT,VWF,PLG	
alteplase	DB00009	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000188601638598	ITGA2B,SERPINE1,ITGB3	
alteplase	DB00009	Hemorrhage	Subcutaneous hemorrhage	C0854107	0.00033507835046	ITGA2B,ITGB3,PLAU,VWF	
bivalirudin	DB00006	Hypertension	Hypertension	C0020538	4.8980446586e-05	EDNRA,HTR2B,GHSR,CHRM3,P2RY2,CASR,OXTR,TRHR,CYSLTR2,GCGR,TACR3,GP1BB,UTS2R,ADRA1A,MPO,GNA14,AVPR1A,EDNRB,F2,F2R,BDKRB1,ADRA1D,ADRA1B,F5,PTGER1,SERPINC1,TACR1	
bivalirudin	DB00006	Hypertension	Essential hypertension	C0085580	5.29765155653e-05	EDNRA,P2RY2,TRHR,GCGR,ADRA1A,AVPR1A,BDKRB1,ADRA1D,ADRA1B,SERPINC1	
bivalirudin	DB00006	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000136991869919	EDNRA,HTR2B,CASR,TACR2,EDNRB,F2,CYSLTR1,F5,TACR1,F2RL1	
bivalirudin	DB00006	Hemorrhage	Internal hemorrhage	C0333285	0.000253449527959	GNAQ,CYSLTR2,GNA11,GP1BB,F2,F10,F5	
bivalirudin	DB00006	Hypertension	Primary pulmonary hypertension	C0152171	0.000109743861294	EDNRA,HTR2B,EDNRB,F2R,BDKRB1,F5,F2RL1	
bivalirudin	DB00006	Hypertension	genetic hypertension	C0598428	0.000179506486477	EDNRA,CYSLTR2,ADRA1A	
bivalirudin	DB00006	Hypertension	Pulmonary arterial hypertension	C3203102	0.000149896111606	EDNRA,HTR2B,EDNRB,F2R,BDKRB1,F5,F2RL1	
bivalirudin	DB00006	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.00029801553063	MPO,EDNRB,F2,F10,F5,TACR1	
bivalirudin	DB00006	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	1	F2,F5	
modafinil	DB00745	Hypertension	Essential hypertension	C0085580	7.13937881641e-05	KNG1,ADRA1B,EDNRA,ADRA1D,P2RY2,UTS2,KCNMA1,CYP2C9,CYP3A5,AVPR1A,EDN2,BDKRB2,ADRA1A,AGT,LPAR2,APOE,ALB,GCGR,BDKRB1,PTGFR,LPAR1,HP,TRHR,EDN1	
modafinil	DB00745	Hypertension	Hypertension	C0020538	5.66675331427e-05	KNG1,F2R,CASR,PTGER1,ADRA1B,CHRM3,CST3,EDNRA,ADRA1D,P2RY2,UTS2,TACR1,KCNMA1,XCL1,CYP2B6,UTS2R,CYP2C9,CYP3A5,HTR2B,F2,AVPR1A,NTS,TAC3,EDN2,BDKRB2,ADRA1A,TRH,OXT,AGT,LPAR2,CYP3A4,APP,CYP2C19,CYSLTR2,EDN3,APOE,APOC1,CYP1A2,ALB,SAA1,GCGR,GNRH1,MGST3,OXTR,KISS1,GHRL,BDKRB1,GNA14,TACR3,GHSR,SLC6A3,LPAR1,HP,EDNRB,TRHR,GCG,EDN1,GNA12	
modafinil	DB00745	Hypertension	genetic hypertension	C0598428	6.28420492551e-05	EDNRA,ADRA1A,AGT,LPAR2,CYSLTR2,EDN1	
modafinil	DB00745	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	9.14760914761e-05	CASR,NPS,EDNRA,UTS2,TACR1,HTR2B,F2,CYSLTR1,TAC1,TACR2,BDKRB2,UTS2B,AGT,F2RL1,APOE,EDNRB,EDN1	
modafinil	DB00745	Edema	Cerebral edema	C0006114	8.8484429976e-05	F2R,GFAP,F2,AVPR1A,APOE,SLC25A13,EDN1	
modafinil	DB00745	Hypertension	Primary pulmonary hypertension	C0152171	0.00010731799321	KNG1,F2R,NPS,EDNRA,CYP2C9,HTR2B,BDKRB2,F2RL1,BDKRB1,EDNRB,EDN1	
trihexyphenidyl	DB00376	Pneumonia	Pneumonia	C0032285	6.08752879237e-05	LPAR2,CXCR4,CCL5,CCR3,KNG1,CCR2,EGFR,NPW,CCR6,CXCL8,TRIP10,CXCL5,CXCL9,LPAR1,PTGDR2,IGF2R,PF4,CXCR3,CCR1,CXCL1,POMC,ADRB2,CYSLTR1,TAC1,CXCL12,CXCR2,F2RL1,CCL19,PTAFR,F2R,CXCL2,C5AR1,LTB4R,CCR8,ADORA3,CCR9,C3,CXCL13,C3AR1,CCL20	
trihexyphenidyl	DB00376	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000101423226013	NPS,APLNR,EDNRA,TACR2,CCL5,UTS2B,DNM2,CASR,CXCL8,F2,NPY,UTS2,TACR1,CYSLTR1,TAC1,EGF,HTR1B,CXCR2,CXCR1,F2RL1,CCR7,EDNRB,EDN1,AGT,BDKRB2,HTR2B	
trihexyphenidyl	DB00376	Hypertension	genetic hypertension	C0598428	5.87228717369e-05	LPAR2,EDNRA,SSTR4,ADRA1A,ACKR3,CXCR6,ADRA2B,EDN1,AGT,CYSLTR2	
trihexyphenidyl	DB00376	Hypertension	Primary pulmonary hypertension	C0152171	9.25935140637e-05	NPS,CXCR4,APLNR,EDNRA,CCL5,KNG1,CCR1,EGF,HTR1B,CXCL12,F2RL1,CCR7,CCR5,EDNRB,EDN1,F2R,BDKRB2,BDKRB1,HTR2B	
trihexyphenidyl	DB00376	Hypertension	Pulmonary arterial hypertension	C3203102	0.000110445268432	NPS,CXCR4,APLNR,EDNRA,CCL5,KNG1,CCR6,SCARB2,CCR1,EGF,HTR1B,CXCL12,F2RL1,CCR7,CCR5,EDNRB,EDN1,F2R,BDKRB2,BDKRB1,HTR2B	
trihexyphenidyl	DB00376	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000133942641034	DRD4,DRD3,MTNR1A,MTNR1B,ARRB2,CNR1,F2R,HTR1F	
trihexyphenidyl	DB00376	Pneumonia	Streptococcal pneumonia	C0155862	0.000134323538909	CCL5,PPBP,CXCL8,TRIP10,PTAFR,C3	
trihexyphenidyl	DB00376	Pneumonia	Lobar Pneumonia	C0032300	0.000199812488221	CCL5,PPBP,TRIP10,PTAFR	
ziprasidone	DB00246	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000146967942096	HTR2A,MTNR1A,HTR6,APOE,CYP3A4,F2R,CYP2D6,DRD1,CYP1A2,MTNR1B,CNR1,HTR1F,DRD2,DRD3,HTR2C,CYP3A5,ARRB2,DRD4	
ziprasidone	DB00246	Hypertension	genetic hypertension	C0598428	9.05044431243e-05	PTHLH,EDN1,PTH,LPAR2,CXCR6,ADRA1A,SSTR4,EDNRA,AGT,CYSLTR2,ADRA2B,ACKR3	
ziprasidone	DB00246	Pneumonia	Pneumonia	C0032285	8.09310653536e-05	VIP,CCR1,POMC,CCR6,ADORA3,LPAR1,EGFR,LPAR2,NPW,CCR2,F2R,CYSLTR1,CCR9,CCL19,C3,CXCR2,CXCL8,C3AR1,CXCL5,NLRC4,TAC1,CXCL12,C5AR1,PF4,CCL5,KNG1,CCR8,TRIP10,ADRB2,CXCL1,IGF2R,CXCL13,ADORA2B,HP,PTGDR2,CXCL2,CCL20,CXCL9,PTAFR,F2RL1,CXCR4,CCR3,LTB4R,CXCR3	
ziprasidone	DB00246	Hypertension	Essential hypertension	C0085580	7.37643255782e-05	VIP,POMC,HTR2A,LDLR,LPAR1,EDN1,PTH,APLNR,LPAR2,APOB,ADM,ADRB1,APOE,GCGR,CYP2D6,DRD1,ADRB3,NPY,ADORA1,GNAS,ADRA1D,ADRA1A,GNAI2,BDKRB1,AVPR1A,EDN2,PTGFR,KNG1,CALCRL,EDNRA,AGT,ADRB2,KCNMA1,FSHR,BDKRB2,HP,DNM2,TRHR,UTS2,CALCA,ALB,ADRA2B,ADRA1B,P2RY2,CYP3A5,AGTR2	
ziprasidone	DB00246	Hypertension	Hypertension	C0020538	6.99751861042e-05	LRP2,KISS1,POMC,CHRM3,EDNRB,HGS,NPY1R,HTR2A,EGF,HTR4,CCR6,LDLR,LPAR1,EDN1,GAL,PTH,APLNR,EGFR,LHB,LPAR2,APOB,CRHR1,ADM,ADRB1,IAPP,CCR2,GHSR,SCARB2,GHRL,APOE,CYP3A4,GCGR,F2R,PYY,APLN,CASR,AVPR2,LDLRAP1,CYP2D6,OXTR,F2,DRD1,CXCR6,ADRB3,NPY,ADORA1,GNAS,CXCL8,OXT,PPBP,ADRA1D,CYP1A2,CCL28,ADRA1A,APP,GNRH1,GNA12,GNAI2,M6PR,OPRD1,HRH3,HTR1B,CCL21,MC2R,PTGER1,BDKRB1,AVPR1A,MC3R,EDN2,KNG1,GPR83,ADRA2C,PDYN,CALCRL,ADRA2A,MGST3,CNR1,SSTR4,XCL1,EDNRA,EDN3,AGT,GABBR1,ADRB2,GPER1,ANXA1,DRD2,SUCNR1,KCNMA1,FSHR,BDKRB2,CXCL13,ADORA2B,HP,GCG,DNM2,CCR5,RAMP2,FPR1,TRHR,UTS2,DRD3,PTGER4,CALCA,GNA14,CYSLTR2,TRH,ALB,ADRA2B,CXCL2,RAMP1,APOC1,SAA1,ADRA1B,UTS2R,P2RY2,TAC3,CYP3A5,NTS,CST3,SST,ACKR3,TACR3,HTR2B,NPY2R,AGTR2,AVP,TACR1	
ziprasidone	DB00246	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.00012922555321	LRP2,SLC25A13,CDCP1,LDLR,GAL,PTH,CCR7,APOB,ADM,ADRB1,CCR2,APOE,CYP3A4,LDLRAP1,CYP2D6,F2,ADRB3,C3,NPY,CCL5,CNR1,AGT,ADRB2,FSHR,HP,GCG,CCR5,TRH,ALB,APOC1,SAA1,CYP3A5,AGTR2	
ziprasidone	DB00246	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	8.56331808863e-05	VIP,EDNRB,EGF,EDN1,APLNR,CCR7,ADM,ADRB1,APOE,CASR,CYSLTR1,F2,TACR2,CXCR1,NPY,CXCR2,CXCL8,TAC1,HTR1B,CCL5,UTS2B,EDNRA,AGT,BDKRB2,ADORA2B,DNM2,RAMP2,UTS2,CALCA,F2RL1,NPS,HTR2B,TACR1	
ziprasidone	DB00246	Hypertension	Renovascular hypertension	C0020545	0.000143315441776	ADM,ADRB1,PTGER3,AVPR1A,AGT,CXCL10,SUCNR1,CXCR3,AGTR2	
ziprasidone	DB00246	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000120527063687	EDNRB,LDLR,APOB,ADM,APOE,CYP3A4,F2R,F2,F2RL3,TBXA2R,NPY,ADORA1,CXCL8,CXCL12,PTGER1,CCL5,AGT,GFAP,ANXA1,PTGDR,RAMP2,RAMP1,P2RY2,CXCR4	
ziprasidone	DB00246	Cerebral infarction	Infarction, Middle Cerebral Artery	C0740392	0.000186361687327	EDN1,GHSR,GHRL,APOE,C3,ADORA1,AGT,CRH,CXCL2,CXCR3	
ziprasidone	DB00246	Pneumonia	Streptococcal pneumonia	C0155862	0.000188845140974	C3,CXCL8,PPBP,CCL5,TRIP10,PTAFR	
ziprasidone	DB00246	Delirium	Cocaine delirium	C0011206	0.000284511540136	APOE,CYP3A4,CXCL8,DRD2,DRD3,CYP3A5	
ziprasidone	DB00246	Myopathy	Inclusion Body Myopathy, Sporadic	C0751713	0.000199811498586	APOE,UBB,CXCL10,CXCL9,CXCL11,CST3,CXCR3	
sufentanil	DB00708	Hypertension	Hypertension	C0020538	5.01450476585e-05	BDKRB1,APLN,POMC,CXCL8,CCL28,PPBP,CCL21,HRH3,SUCNR1,NPY2R,SST,HTR1B,SSTR4,CASR,NPY1R,GAL,APP,ACKR3,NPY,AGTR2,KNG1,MGST3,PYY,CNR1,ADRA2A,CYP3A4,GABBR1,CCR5,CCR2,ADRA2B,ADORA1,CXCL13,ANXA1,SAA1,GNAI2,LPAR1,PDYN,FPR1,APLNR,DRD3,CXCL2,ADRA2C,BDKRB2,CCR6,CXCR6,GPER1,LPAR2,OPRD1,OPRM1,AGT	
sufentanil	DB00708	Hypertension	genetic hypertension	C0598428	8.60029571217e-05	SSTR4,ACKR3,ADRA2B,CXCR6,LPAR2,AGT	
sufentanil	DB00708	Hypertension	Renovascular hypertension	C0020545	9.04604484572e-05	SUCNR1,CXCR3,PTGER3,AGTR2,CXCL10,AGT	
sufentanil	DB00708	Hypertension	Primary pulmonary hypertension	C0152171	0.000158734619137	BDKRB1,HTR1B,CCR1,CCR7,KNG1,CCR5,CXCL12,CXCR4,APLNR,BDKRB2,CCL5	
sufentanil	DB00708	Hypertension	Pulmonary arterial hypertension	C3203102	0.000183112261404	BDKRB1,HTR1B,CCR1,CCR7,KNG1,CCR5,CXCL12,CXCR4,APLNR,BDKRB2,CCR6,CCL5	
insulin glargine	DB00047	Hypertension	Essential hypertension	C0085580	8.60107095047e-05	IGF1,INSR,PTPN1,IRS1,IGF1R,INS	
insulin glargine	DB00047	Peripheral neuropathy	Peripheral neuropathy, myopathy, hoarseness, and hearing loss	C0031117	0.000216561950026	IGF1,INSR,CYP1A2,IGF2,IGF1R,INS	
trandolapril	DB00519	Pulmonary edema	High altitude pulmonary edema	C0340100	0.000239849508065	REN,ACE	
trandolapril	DB00519	Edema	High altitude pulmonary edema	C0340100	0.000239849508065	REN,ACE	
trandolapril	DB00519	Pancreatitis	Acute pancreatitis	C0001339	0.000217202141901	REN,ACE,AGT	
trandolapril	DB00519	Proteinuria	Proteinuria Adverse Event	C1962972	1	ACE,AGT	
trandolapril	DB00519	Myocardial infarction	Old myocardial infarction	C0155668	0.000210334781329	REN,ACE	
trandolapril	DB00519	Proteinuria	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	C0033687	0.000333333333333	REN,ACE,AGT	
trandolapril	DB00519	Myocardial infarction	Anterior myocardial infarction	C0340293	1	ACE	
tizanidine	DB00697	Hypertension	Hypertension	C0020538	4.23907319642e-05	PPBP,CYP1A2,ADRA2C,MGST3,NISCH,ADRA2A,POMC,SAA1,GNAI2,ADRA2B,APP,ANXA1	
fondaparinux sodium	DB00569	Myocardial infarction	Acute myocardial infarction	C0155626	0.000257528089888	F2,F10,F3,F7	
fondaparinux sodium	DB00569	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	1	F2,F7	
fondaparinux sodium	DB00569	Hemorrhage	Internal hemorrhage	C0333285	0.000253449527959	F2,F10,F7	
fondaparinux sodium	DB00569	Hemorrhage	Intracranial hemorrhage	C0151699	0.000399484536082	F2,F10,F7	
fondaparinux sodium	DB00569	Myocardial infarction	Old myocardial infarction	C0155668	1	F2	
fondaparinux sodium	DB00569	Myocardial infarction	Anterior myocardial infarction	C0340293	1	F2	
meclofenamic acid	DB00939	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000134372789038	ALOX5AP,PTGS1,PTGS2,TP53,ALOX5	
meclofenamic acid	DB00939	Hemorrhage	Peptic Ulcer Hemorrhage	C0041582	0.000227173438183	PTGS1,TP53	
meclofenamic acid	DB00939	Edema	Pulmonary edema	C0034063	0.000295167895168	PTGS2,ALOX5	
mometasone	DB00764	Hypertension	Ocular Hypertension	C0028840	0.000328326180258	NR3C1	
dextromethorphan	DB00514	Pneumonia	Pneumonia	C0032285	7.11802931842e-05	CXCL13,LPAR1,CXCL1,CXCL8,CXCR3,CCL5,LPAR2,C5AR1,PF4,ADORA3,C3AR1,KNG1,CCR1,CCL20,PTGDR2,CXCL2,CCR8,C3,CXCR4,CXCL9,CXCR2,CYP2E1,CXCL12,POMC,CCR9,NPW,CCL19,CXCL5,CCR6,CCR3,CCR2	
dextromethorphan	DB00514	Hypertension	Hypertension	C0020538	5.79801481015e-05	CNR1,CYP3A4,CXCL13,FPR1,BDKRB1,NPY,LPAR1,ABCB1,CYP2C19,SAA1,AGT,CXCL8,SSTR4,CASR,ACKR3,CYP3A5,CCL21,CXCR6,ANXA1,GNAI2,ADORA1,APP,SST,CCL28,PYY,LPAR2,GAL,ADRA2B,SUCNR1,OPRD1,GABBR1,KNG1,CXCL2,NPY1R,PDYN,GPER1,CCR5,CYP2C9,MGST3,HTR1B,PPBP,HRH3,SLC6A4,CYP2E1,ADRA2A,CYP2D6,CYP2C8,SLC6A2,DRD3,OPRM1,POMC,NPY2R,ADRA2C,AGTR2,CYP2B6,BDKRB2,APLN,CCR6,APLNR,CCR2	
dextromethorphan	DB00514	Hypertension	genetic hypertension	C0598428	8.2678467014e-05	AGT,SSTR4,ACKR3,CXCR6,LPAR2,ADRA2B	
dextromethorphan	DB00514	Hypertension	Renovascular hypertension	C0020545	0.000126262626263	AGT,CXCR3,SUCNR1,PTGER3,CXCL10,AGTR2	
dextromethorphan	DB00514	Delirium	Cocaine delirium	C0011206	0.000241366775718	CYP3A4,CXCL8,CYP3A5,GRIN3A,DRD3	
pimozide	DB01100	Pneumonia	Pneumonia	C0032285	5.58894230769e-05	CXCL5,ADORA3,CXCR2,CXCL2,C3AR1,C3,LPAR2,CCR8,CCR3,CXCR4,PF4,MYLK,CYP2E1,CCR9,C5AR1,NPW,CCR6,CXCL1,POMC,KNG1,LPAR1,CXCL9,CCR1,CXCL8,CXCL13,CAV1,CCL20,CCR2,CXCL12,PTGDR2,CCL5,CCL19,CXCR3	
