Drug Name	DrugBankID	False Positive DME	PathFX Phenotype	PathFX Phen. CUI	Corrected P-value	Network genes assoc to phen	
cinacalcet	DB01012	Myocardial infarction	Myocardial Infarction	C0027051	6.90230237875e-05	AGTR2,CCR1,CCL5,C3,GCG,GHSR,UTS2,ADORA3,CYP3A4,CXCL12,CCR5,P2RY2,CYP1A2,EDN2,CXCL6,ADORA1,P2RY12,OPRK1,ADRA1D,HTR1D,P2RY11,AGT,EDNRA,GRM8,CXCL8,CXCL10,EDNRB,KNG1,ADRA2B,CXCR5,F2RL1,CNR1,AVPR1A,NPY,F2,AGTR1,BDKRB2,CASR,EDN1,CCR2,GHRL,OPRD1,CCR3,TAS2R50,BDKRB1,UTS2R,CYP2D6,F2R	
cinacalcet	DB01012	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000127853783456	MTNR1B,CYP3A4,CYP1A2,DRD4,MTNR1A,HTR1F,DRD3,CNR1,CYP2D6,F2R	
cinacalcet	DB01012	Gastric ulcer	Gastric ulcer	C0038358	0.000122143420016	CCK,OXTR,OXT,CXCL8,SST,BDKRB2,HRH3,EDN1,GHRL,GAST,BDKRB1,CYP2D6	
cinacalcet	DB01012	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000114237855946	AGTR2,CCL5,C3,GCG,GAL,CYP3A4,CCR5,AGT,SAA1,CNR1,NPY,F2,AGTR1,TRH,CCR2,CCR7,CYP2D6	
cinacalcet	DB01012	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000162790697674	CCL5,PTGER1,CYP3A4,CXCL12,F2RL3,P2RY2,ADORA1,ANXA1,AGT,CXCL8,EDNRB,CXCR4,NPY,F2,AGTR1,F2R	
cinacalcet	DB01012	Cerebral infarction	Infarction, Middle Cerebral Artery	C0740392	0.000186800165636	CXCR3,C3,GHSR,ADORA1,AGT,CXCL2,EDN1,GHRL	
cinacalcet	DB01012	Pneumonia	Streptococcal pneumonia	C0155862	0.000156014580802	CCL5,C3,PTAFR,CXCL8,PPBP	
cinacalcet	DB01012	Pancreatitis	Pancreatitis	C0030305	0.00016355721393	CCR1,CCL5,CCK,TACR1,PPY,EDNRA,CXCL8,CNR2,CNR1,SST,BDKRB2,CASR,EDN1,GHRL	
cinacalcet	DB01012	Pulmonary edema	Pulmonary edema	C0034063	0.00023722693627	CCR5,FPR1,CXCL8,CXCL2,AGTR1,F2R	
cinacalcet	DB01012	Edema	Pulmonary edema	C0034063	0.00023722693627	CCR5,FPR1,CXCL8,CXCL2,AGTR1,F2R	
cinacalcet	DB01012	Pancreatitis	Acute pancreatitis	C0001339	0.000218760038548	TAC1,GAL,GALR3,AGT,CXCL8,GALR2,EDN1	
pentostatin	DB00552	Pulmonary edema	Pulmonary edema	C0034063	0.000248626203811	ADA	
pentostatin	DB00552	Edema	Pulmonary edema	C0034063	0.000248626203811	ADA	
pentostatin	DB00552	Hemolytic anemia	Hemolytic anemia, nonspherocytic, due to glucose phosphate isomerase deficiency	C0002878	0.000335388409371	ADA	
pentostatin	DB00552	Hemolytic anemia	Autoimmune hemolytic anemia	C0002880	0.000287098590039	ADA	
pentostatin	DB00552	Thrombocytopenia	Autoimmune thrombocytopenia	C0242584	0.00034401972873	ADA	
haloperidol	DB00502	Pancreatitis	Hereditary pancreatitis	C0238339	6.19247297691e-05	CXCL1,P2RY6,GCG,PTHLH,CXCL6,GIP,TACR2,CCR6,MGST1,TACR1,GNAI2,CXCR3,ADCYAP1,SCT,CASR,HRAS,CXCL10,CXCL5,CXCL12,TACR3,CCL20,EDN1,CCKBR,SOS1,F2RL1,CXCR1,ABCB1,ADM,CXCR2,CXCL8,CXCR4,CCL28,NTS,NTSR1,UGT1A7,GAST,TAC1	
haloperidol	DB00502	Gastric ulcer	Gastric ulcer	C0038358	0.000101726793878	CYP2D6,SST,ADRB3,BDKRB1,CCK,GHRL,EDN1,SOS1,ADM,OXTR,IAPP,CXCL8,BDKRB2,OXT,CYP2C9,HRH3,CYP2C19,GAST	
haloperidol	DB00502	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000118027210884	CYP3A5,CYP2D6,GAL,GCG,CYP3A4,ADRB1,C3,ADRB3,SHC1,CCR7,CCR2,SAA1,TRH,ABCB1,ADM,FSHR,F2,AGTR2,CNR1,CCR5,CYP2C9,CCL5,CYP2C19,PTH,NPY,AGT	
haloperidol	DB00502	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000127752714685	CYP3A4,P2RY2,DLG4,CYP1A1,EDNRB,F2R,RAMP2,ANXA1,ADORA1,CXCL12,RAMP1,SOS1,ADM,PTGER1,CXCL8,CALM3,CXCR4,F2,F2RL3,CCL5,NPY,PTGDR,AGT	
haloperidol	DB00502	Delirium	Cocaine delirium	C0011206	0.000209288390647	CYP3A5,CYP3A4,GRIN2B,DRD3,CXCL8,CALM3,DRD2	
haloperidol	DB00502	Pancreatitis	Pancreatitis	C0030305	0.000123989749655	EDNRA,PTHLH,SST,PPY,CYP1A1,TACR1,CCK,SCT,CASR,HRAS,GHRL,HTR2A,EDN1,CALCA,CCR1,CNR2,CXCL8,BDKRB2,CNR1,CCL5,UGT1A7	
haloperidol	DB00502	Myocardial infarction	Acute myocardial infarction	C0155626	0.000145759595127	CYP2D6,EDNRA,P2RY11,GCG,ADRB1,ADRA2B,P2RY12,CCL21,CXCL12,HTR2A,EDN1,SOS1,ABCB1,ADM,CXCL8,CXCR4,F2,CYP2C19,AGT	
haloperidol	DB00502	Cerebral infarction	Infarction, Middle Cerebral Artery	C0740392	0.000155826327869	GHSR,C3,CXCR3,ADORA1,CXCL2,CRH,GHRL,EDN1,AGT	
vemurafenib	DB08881	Myopathy	Myofibrillar myopathy, BAG3-related	C2678065	0.000110305496851	TTN,LDB3,CFH,DMD,FN1,GSN	
vemurafenib	DB08881	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000120593397769	CDCP1,APOA4,APOE,ALB,APOC1,APOA1,APOC3,CYP3A4,APOC2,HP,F7,CYP2D6,APOA2,SLC25A13,NPHS1	
vemurafenib	DB08881	Myocardial infarction	Myocardial Infarction	C0027051	6.82538386543e-05	CDCP1,APOA4,SCN5A,APOE,ATM,SERPING1,KCNMA1,APOC1,ABCG2,CYP1A2,RAF1,GFAP,KRT16,APOA1,CFH,APOC3,MAPK3,MAPK1,ITGA2,AHSG,CYP3A4,HP,CST3,F7,FN1,BRAF,CYP2D6,GSN,APOA2	
vemurafenib	DB08881	Myopathy	Myopathy, scapulohumeroperoneal	C0026848	0.000114617940199	SCN5A,APOE,RYR2,ALB,RAF1,TTN,OBSL1,GFAP,LDB3,CFH,DMD,HRAS,CHKB,CYP3A4,TRAPPC11,CYP2D6,TTR	
vemurafenib	DB08881	Hyperlipidemia	Hyperlipidemia, familial combined	C0020474	0.000237067645729	APOA4,APOE,ALB,APOA1,APOC3,FN1,APOA2	
vemurafenib	DB08881	Hypertension	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	C0740394	0.000184418942945	APOA4,APOE,ABCG2,APOA1,APOC3	
vemurafenib	DB08881	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000181023108824	APOA1,ITGA2,F7	
reteplase	DB00015	Myocardial infarction	Myocardial Infarction	C0027051	6.90230237875e-05	ITGB3,PLAT,FGA,PLAUR,VWF,PLG,SERPINE1,FGB,FGG,FN1,ITGA2B,PLAU,HRG	
reteplase	DB00015	Myocardial infarction	Acute myocardial infarction	C0155626	0.000104519613957	ITGB3,PLAT,PTK2,VWF,PLG,SERPINE1,FGB,PLAU	
reteplase	DB00015	Thrombocytopenia	Thrombocytopenia, platelet dysfunction, hemolysis, and imbalanced globin synthesis	C0040034	0.000206550802139	ITGB3,VWF,SRC,ITGA2B,PLAU	
reteplase	DB00015	Pneumonia	Lobar Pneumonia	C0032300	0.000254013278388	PLG,SERPINE1	
rifaximin	DB01220	Hepatic necrosis	Hepatic necrosis	C0151798	0.000289024128558	CYP3A4,NR1I2	
thioridazine	DB00679	Pancreatitis	Hereditary pancreatitis	C0238339	8.52847643828e-05	TSC22D1,APOE,PRSS3,KLK3,CCKBR,CXCR2,HP,EDN1,TACR2,CXCR3,CXCL6,CCR6,CXCL1,CCL20,CXCR4,CASR,CYP2E1,MGST1,CXCL12,NTSR1,NTS,SCT,CXCL5,GCG,P2RY6,PLAG1,F2RL1,CXCR1,ADCYAP1,CXCL8,TAC1,PTHLH,GNAI2,CCL28,TACR1,TACR3,CXCL10,ALB,GAST,ADM,GIP	
thioridazine	DB00679	Hypertension	genetic hypertension	C0598428	7.37454577835e-05	ACKR3,ADRA2B,EDN1,LPAR2,AGT,CXCR6,SSTR4,EDNRA,CYSLTR2,PTHLH,PTH,ADRA1A	
thioridazine	DB00679	Myocardial infarction	Myocardial Infarction	C0027051	6.793871061e-05	AGTR2,CCR3,APOE,C3,F2,APOC1,CYP2C9,GRM8,CYP1A2,CCR2,HP,ADRA2B,EDN1,ADORA1,CCR5,UTS2,GFAP,HTR1D,CST3,CXCL6,CYP2C8,BDKRB2,EDN2,OPRD1,ADORA3,P2RY2,AGT,GHRL,HTR2A,CASR,OPRK1,PTGER2,CYP2C19,ADRB1,CXCL12,SCN5A,EDNRA,CYP2D6,GCG,CDCP1,F2RL1,KCNMA1,CXCL8,CXCR5,RLN2,ADRA1D,BDKRB1,P2RY12,GSN,EDNRB,AHSG,NPY,TBXA2R,TAS2R50,P2RY11,KNG1,GHSR,CXCL10,UTS2R,CCL5,AVPR1A,ADM,CNR1,GHRH,F2R,SERPING1,ADRB3,CCR1,RAMP1	
thioridazine	DB00679	Sepsis	Sepsis	C0243026	6.46043495831e-05	AGTR2,GRPR,APOE,C3,F2,APOC1,CYP1A2,CCR2,CXCR2,EDN1,ADRA2A,FPR2,S1PR3,P2RY2,AGT,SST,PNOC,CXCR4,C3AR1,CYP2E1,CXCL12,GAL,NTS,EDN3,CALCA,P2RY1,CXCL8,GRP,ADRA1D,GSN,CXCL2,EDNRB,POMC,SAA1,APP,KNG1,C5AR1,GAST,BBC3,CCL5,LTB4R,CRH,ADM,C5,F2R,SERPING1	
thioridazine	DB00679	Hypertension	Essential hypertension	C0085580	7.17602363867e-05	AGTR2,APOE,CYP2C9,DRD1,PTGFR,HP,ADRA2B,EDN1,ADORA1,LPAR2,UTS2,VIP,BDKRB2,EDN2,CALCRL,P2RY2,AGT,HTR2A,ADRB1,EDNRA,FSHR,APLNR,CYP2D6,CALCA,GNAS,KCNMA1,GNAI2,ADRA1D,BDKRB1,PTH,GCGR,LPAR1,POMC,ADRA1B,KCNH2,NPY,KNG1,TRHR,ALB,ADRA1A,AVPR1A,ADM,ADRB3	
thioridazine	DB00679	Gastric ulcer	Gastric ulcer	C0038358	9.43966519414e-05	CYP2C9,EDN1,CCK,CYP2C8,BDKRB2,GHRL,SST,CYP2C19,CYP2D6,OXT,OXTR,CXCL8,BDKRB1,IAPP,GAST,ADM,HRH3,ADRB3	
thioridazine	DB00679	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000122000578202	AGTR2,APOE,C3,F2,APOC1,CYP2C9,CCR2,HP,CCR5,CYP2C8,AGT,CYP2C19,ADRB1,GAL,FSHR,CYP2D6,GCG,CDCP1,SLC25A13,PTH,CCR7,SAA1,TRH,NPY,ALB,CCL5,ADM,CNR1,ADRB3	
thioridazine	DB00679	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000105692438403	APOE,F2,CXCR2,EDN1,TACR2,UTS2,RAMP2,VIP,BDKRB2,NPS,AGT,HTR1B,CYSLTR1,CASR,ADRB1,EDNRA,ADORA2B,APLNR,CALCA,F2RL1,CXCR1,CXCL8,TAC1,EDNRB,CCR7,TACR1,NPY,CCL5,HTR2B,UTS2B,ADM	
thioridazine	DB00679	Myocardial infarction	Acute myocardial infarction	C0155626	0.000137524994446	APOE,F2,HP,ADRA2B,EDN1,CST3,AGT,HTR2A,CXCR4,CYP2C19,ADRB1,CXCL12,SCN5A,EDNRA,CYP2D6,GCG,CXCL8,P2RY12,CCL21,KCNH2,P2RY11,ADM	
thioridazine	DB00679	Pancreatitis	Pancreatitis	C0030305	0.00013638515534	APOE,CNR2,EDN1,CCK,NCOA3,BDKRB2,GHRL,SST,HTR2A,CASR,CYP2E1,EDNRA,SCT,CTSL,PPY,CALCA,SLC25A13,CXCL8,PTHLH,TACR1,ALB,CCL5,CNR1,CCR1	
thioridazine	DB00679	Hypertension	Primary pulmonary hypertension	C0152171	0.00011038866477	CYP2C9,EDN1,CCR5,VIP,BDKRB2,NPS,HTR1B,CXCR4,CXCL12,EDNRA,APLNR,F2RL1,BDKRB1,EDNRB,CCR7,KNG1,CCL5,HTR2B,F2R,CCR1	
thioridazine	DB00679	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000121582502412	F2RL3,APOE,F2,ADORA1,GFAP,RAMP2,ANXA1,P2RY2,AGT,CXCR4,CXCL12,PTGER1,CXCL8,EDNRB,NPY,TBXA2R,CCL5,PTGDR,ADM,F2R,RAMP1	
thioridazine	DB00679	Cerebral infarction	Infarction, Middle Cerebral Artery	C0740392	0.000154459753445	APOE,C3,EDN1,ADORA1,CXCR3,AGT,GHRL,CXCL2,GHSR,CRH	
thioridazine	DB00679	Pancreatitis	Acute pancreatitis	C0001339	0.000165523632994	APOE,PRSS3,GALR2,EDN1,AGT,GAL,CXCL8,TAC1,PTHLH,GALR3,PTGDR	
thioridazine	DB00679	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.000162968760186	APOE,CAMTA1,F2,HP,EDN1,ADORA1,GFAP,AGT,HTR1B,CXCL1,CCL20,ADRB1,CXCL12,RXFP1,CALCA,EDNRB,TACR1,VIPR2,SLA2	
cilostazol	DB01166	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.00010753987841	CYP2D6,CYP3A5,CYP1A2,CYP3A4	
chloroquine	DB00608	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.00011717654323	CYP3A4,CYP2D6,CYP3A5,TNF	
risperidone	DB00734	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000108354412316	CCL5,TRH,ABCB1,CNR1,ADRB3,APOC1,ADM,CYP3A5,NPY,GCG,FSHR,ADRB1,PTH,F2,CCR2,CCR7,HP,AGT,CYP2D6,C3,ALB,SLC25A13,AGTR2,GAL,CCR5,SAA1,CDCP1,APOE,CYP3A4	
risperidone	DB00734	Gastric ulcer	Gastric ulcer	C0038358	0.000102203182375	BDKRB1,ADRB3,ADM,GHRL,OXT,IAPP,BDKRB2,OXTR,CYP2D6,SST,EDN1,CCK,GAST,CXCL8,HRH3	
risperidone	DB00734	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000132056596461	CCL5,CXCL12,ADM,NPY,F2R,F2,P2RY2,CXCR4,ANXA1,AGT,PTGDR,RAMP2,TBXA2R,ADORA1,GFAP,RAMP1,F2RL3,CXCL8,EDNRB,APOE,CYP3A4,PTGER1	
risperidone	DB00734	Cerebral infarction	Infarction, Middle Cerebral Artery	C0740392	0.000171723549906	CRH,CXCR3,GHRL,GHSR,AGT,C3,EDN1,ADORA1,CXCL2,APOE	
risperidone	DB00734	Delirium	Cocaine delirium	C0011206	0.000238091221479	CYP3A5,DRD2,DRD3,CXCL8,APOE,CYP3A4	
propantheline	DB00782	Sepsis	Sepsis	C0243026	7.76647027317e-05	AGT,F2R,EDNRB,SAA1,P2RY2,APP,NTS,F2,GRPR,ADRA1D,EDN1,KNG1,GAST,LTB4R,EDN3,P2RY1,GRP	
propantheline	DB00782	Myocardial infarction	Myocardial Infarction	C0027051	0.000159843546284	UTS2R,AGT,GCG,F2R,P2RY11,EDNRB,F2RL1,GHRL,GHSR,P2RY2,EDNRA,BDKRB2,BDKRB1,F2,ADRA1D,UTS2,EDN1,KNG1,EDN2,AVPR1A,CASR	
propantheline	DB00782	Pancreatitis	Hereditary pancreatitis	C0238339	0.000127749576988	GCG,NTSR1,F2RL1,P2RY6,TACR3,TACR2,NTS,CCKBR,EDN1,TAC1,GAST,CASR,TACR1	
propantheline	DB00782	Gastric ulcer	Gastric ulcer	C0038358	0.00018991416309	CCK,GHRL,OXTR,OXT,BDKRB2,BDKRB1,EDN1,GAST	
propantheline	DB00782	Pancreatitis	Pancreatitis	C0030305	0.000203779669763	CCK,GHRL,EDNRA,BDKRB2,EDN1,CASR,TACR1	
propantheline	DB00782	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000248062715307	AGT,F2R,F2RL3,EDNRB,P2RY2,F2,PTGER1	
propantheline	DB00782	Hemorrhage	Internal hemorrhage	C0333285	0.000266447368421	CYSLTR2,GNAQ,APP,F2,GNA11	
epoprostenol	DB01240	Hypertension	Hypertension	C0020538	5.01450476585e-05	CXCL8,ADRA2C,FPR1,CXCR6,ADORA1,CCR5,CYP2C9,GCGR,PTH,HTR1B,PYY,NPY1R,GABBR1,ADRA2A,CRHR1,CXCL13,ADRB3,NPY2R,CXCL2,LHB,CALCRL,ADORA2B,RAMP1,MC2R,ACKR3,SST,PDYN,CALCA,ADRA2B,CNR1,BDKRB1,GCG,PTGIS,PPBP,SAA1,ANXA1,PTGER4,CCL28,CCL21,HTR4,CCR2,LPAR1,BDKRB2,CASR,HRH3,ADM,LPAR2,APLN,GPR83,APP,GAL,KNG1,RAMP2,IAPP,ADRB1,GNAI2,APLNR,AGTR2,AGT,SSTR4,SUCNR1,CCR6,NPY,DRD3,OPRD1,GNAS,POMC,FSHR,GPER1,MC3R	
epoprostenol	DB01240	Hypertension	genetic hypertension	C0598428	8.60029571217e-05	CXCR6,PTH,PTHLH,ACKR3,ADRA2B,LPAR2,AGT,SSTR4	
epoprostenol	DB01240	Hypertension	Essential hypertension	C0085580	6.35802469136e-05	ADORA1,CYP2C9,GCGR,PTH,ADRB3,CALCRL,CALCA,ADRA2B,BDKRB1,PTGIS,LPAR1,BDKRB2,ADM,LPAR2,KNG1,ADRB1,GNAI2,APLNR,AGTR2,AGT,NPY,GNAS,POMC,VIP,FSHR	
epoprostenol	DB01240	Myocardial infarction	Myocardial Infarction	C0027051	6.90230237875e-05	CXCL8,P2RY11,ADORA1,CCR5,CYP2C9,CXCL6,OPRK1,CCR1,ADRB3,C3,CXCL12,CXCL10,RAMP1,PTGER2,ADRA2B,CNR1,BDKRB1,GCG,PTGIS,CCR3,CCR2,HTR1D,BDKRB2,TAS2R50,RLN2,CASR,ADM,CXCR5,GRM8,KNG1,CCL5,ADRB1,GHRH,AGTR2,AGT,P2RY12,NPY,OPRD1,ADORA3	
epoprostenol	DB01240	Pancreatitis	Hereditary pancreatitis	C0238339	0.000112600303526	CXCL8,CXCR4,PTHLH,ADCYAP1,CXCL6,CXCL12,CXCL10,CXCL5,CXCR2,GCG,CCL20,CXCR1,CCL28,CASR,ADM,SCT,CXCL1,GNAI2,CXCR3,CCR6,GIP	
epoprostenol	DB01240	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000114237855946	CCR5,CYP2C9,CCR7,PTH,ADRB3,C3,CNR1,GCG,SAA1,CCR2,ADM,GAL,CCL5,ADRB1,AGTR2,AGT,NPY,FSHR	
epoprostenol	DB01240	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.00014048901782	CXCL8,CCR7,HTR1B,ADORA2B,CXCR2,CALCA,PTGIS,CXCR1,BDKRB2,CASR,ADM,RAMP2,CCL5,ADRB1,NPS,APLNR,AGT,NPY,VIP	
epoprostenol	DB01240	Hypertension	Renovascular hypertension	C0020545	9.04604484572e-05	CXCL10,ADM,ADRB1,CXCR3,AGTR2,PTGER3,AGT,SUCNR1	
epoprostenol	DB01240	Hypertension	Primary pulmonary hypertension	C0152171	0.000158734619137	CXCR4,CCR5,CYP2C9,CCR7,HTR1B,CCR1,CXCL12,BDKRB1,PTGIS,BDKRB2,KNG1,CCL5,NPS,APLNR,VIP	
epoprostenol	DB01240	Hypertension	Pulmonary arterial hypertension	C3203102	0.000183112261404	CXCR4,CCR5,CYP2C9,CCR7,HTR1B,CCR1,CXCL12,BDKRB1,PTGIS,BDKRB2,KNG1,CCL5,NPS,APLNR,CCR6,VIP	
epoprostenol	DB01240	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000127853783456	DRD4,MTNR1B,CNR1,HTR1F,HTR6,MTNR1A,DRD3	
epoprostenol	DB01240	Gastric ulcer	Gastric ulcer	C0038358	0.000122143420016	CXCL8,CYP2C9,ADRB3,SST,BDKRB1,BDKRB2,HRH3,ADM,IAPP	
epoprostenol	DB01240	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000162790697674	CXCL8,ADORA1,CXCR4,CXCL12,RAMP1,PTGIS,PTGDR,ANXA1,ADM,RAMP2,CCL5,AGT,NPY	
epoprostenol	DB01240	Pancreatitis	Pancreatitis	C0030305	0.00016355721393	CXCL8,PTHLH,CCR1,SST,CALCA,CNR1,BDKRB2,CASR,SCT,CCL5,CNR2,PPY	
epoprostenol	DB01240	Pancreatitis	Acute pancreatitis	C0001339	0.000218760038548	CXCL8,PTHLH,PTGDR,GALR2,GAL,GALR3,AGT	
epoprostenol	DB01240	Cerebral infarction	Infarction, Middle Cerebral Artery	C0740392	0.000186800165636	ADORA1,CRH,CXCL2,C3,CXCR3,AGT	
escitalopram	DB01175	Gastric ulcer	Gastric ulcer	C0038358	8.72404945183e-05	CYP2D6,CCK,GAST,OXT,EDN1,OXTR,BDKRB2,GHRL,CYP2C19,BDKRB1	
methamphetamine	DB01577	Tardive dyskinesia	Tardive Dyskinesia	C0686347	0.000124723788463	MAOB,SLC6A3,MAOA,CYP2D6,SLC6A4,SLC18A2,HTR6,DRD4	
rufinamide	DB06201	Pancreatitis	Hereditary pancreatitis	C0238339	9.80984002415e-05	MGST1,TAC1,KLK3,CASR,NTS,GAST,PRSS3,CYP2E1,TACR3,PLAG1,TACR1,F2RL1,TACR2,APOE,APOC2,CCKBR,NTSR1,HP,EDN1,P2RY6,ALB,GCG,CFB,TSC22D1	
rufinamide	DB06201	Myocardial infarction	Myocardial Infarction	C0027051	6.47058823529e-05	FN1,ITGA2,BDKRB1,ADRA1D,P2RY11,KNG1,EDNRA,APOC3,KRT16,UTS2R,AGT,CASR,F2R,GSN,APOA2,GHSR,APOC1,F7,F2RL1,SERPING1,GFAP,APOA1,EDNRB,CDCP1,P2RY2,CFH,AVPR1A,GHRL,SCN5A,APOE,KCNMA1,ATM,EDN2,CST3,HP,CYP3A4,EDN1,APOA4,F2,GCG,AHSG,BDKRB2,UTS2	
rufinamide	DB06201	Sepsis	Sepsis	C0243026	7.62623633524e-05	FN1,ADRA1D,KNG1,GRPR,APP,P2RY1,AGT,F2R,NTS,GSN,GAST,TTN,CYP2E1,APOC1,GRP,F7,SERPING1,APOA1,EDNRB,LTB4R,P2RY2,CFH,GRAP2,APOE,EDN1,EDN3,BBC3,SAA1,F2,CFB	
rufinamide	DB06201	Hypertension	Essential hypertension	C0085580	5.5805342502e-05	GCGR,BDKRB1,ADRA1D,KNG1,EDNRA,AGT,PTGFR,TRHR,LPAR1,P2RY2,AVPR1A,ADRA1B,ADRA1A,APOE,KCNMA1,ATM,EDN2,HP,EDN1,LPAR2,ALB,BDKRB2,UTS2	
rufinamide	DB06201	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000123153275753	NPHS1,APOC3,AGT,TRH,APOA2,APOC1,F7,APOA1,SLC25A13,CDCP1,APOE,APOC2,HP,CYP3A4,APOA4,ALB,SAA1,F2,GCG	
rufinamide	DB06201	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000101423226013	EDNRA,TAC1,RYR2,AGT,CASR,NPS,TACR1,F2RL1,TACR2,APOA1,EDNRB,HTR2B,CFH,CYSLTR1,APOE,EDN1,F2,BDKRB2,UTS2,UTS2B	
rufinamide	DB06201	Myopathy	Myofibrillar myopathy, BAG3-related	C2678065	1	FN1,GSN,TTN,LDB3,DMD,CFH	
rufinamide	DB06201	Myocardial infarction	Acute myocardial infarction	C0155626	0.000147844485586	ITGA2,P2RY11,EDNRA,AGT,F7,APOA1,DMD,SCN5A,APOE,CST3,HP,EDN1,F2,GCG	
rufinamide	DB06201	Pancreatitis	Pancreatitis	C0030305	0.000175447124765	EDNRA,CTSL,CASR,CCK,NCOA3,CYP2E1,TACR1,SLC25A13,GHRL,APOE,APOC2,EDN1,ALB,BDKRB2	
rufinamide	DB06201	Gastric ulcer	Gastric ulcer	C0038358	0.000105209739584	FN1,BDKRB1,OXTR,CCK,GAST,OXT,GHRL,EDN1,BDKRB2	
rufinamide	DB06201	Hemorrhage	Subarachnoid hemorrhage	C0038525	0.000209892305206	SLA2,ITGA2,AGT,TACR1,GFAP,TTR,EDNRB,CAMTA1,APOE,HP,CYP3A4,EDN1,F2	
rufinamide	DB06201	Cerebral infarction	Ischaemic cerebral infarction	C0007785	0.000154221912073	PTGER1,AGT,F2R,F7,GFAP,APOA1,EDNRB,P2RY2,APOE,F2RL3,ATM,CYP3A4,F2	
rufinamide	DB06201	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000211441824507	ITGA2,F7,APOA1,F2	
rufinamide	DB06201	Myocardial infarction	Old myocardial infarction	C0155668	0.000164904862579	APOA1,APOE,APOA4,F2	
rufinamide	DB06201	Proteinuria	Proteinuria, low molecular weight, with hypercalciuria and nephrocalcinosis	C0033687	0.000211095603629	FN1,NPHS1,CTSL,AGT,APOA1,CFH,APOE,HP,ALB,SAA1	
rufinamide	DB06201	Hypertension	Pregnancy associated hypertension	C0852036	0.000211633519423	APOC3,AGT,HP,F2	
rufinamide	DB06201	Pancreatitis	Pancreatitis, Alcoholic	C0376670	0.000229937194696	CCK,CYP2E1,APOE,ATM	
rufinamide	DB06201	Hypertension	Hyperuricemia, pulmonary hypertension, renal failure, and alkalosis	C0740394	0.000257636301838	APOC3,APOA1,APOE,APOA4,SAA1	
levothyroxine	DB00451	Hyperlipidemia	Hyperlipidemia, combined, 1	C0020473	0.000118027210884	APOA4,SLCO1B1,APOA2,APOE,HP,NPHS1,CYP3A4,APOC3,SLC25A13,F7,ABCB1,CDCP1,APOC1,CYP2C8,APOC2,APOA1,ALB	
levothyroxine	DB00451	Myopathy	Myofibrillar myopathy, BAG3-related	C2678065	0.000116336100644	TTN,DMD,FN1,GSN,LDB3,CFH	
levothyroxine	DB00451	Myopathy	Myopathy, scapulohumeroperoneal	C0026848	0.000193591455274	TTN,SLCO1B1,DMD,APOE,CHKB,SCN5A,RYR2,CYP3A4,LDB3,TRAPPC11,GFAP,OBSL1,TTR,CYP2C8,CFH,ALB	
levothyroxine	DB00451	Hyperlipidemia	Hyperlipidemia, familial combined	C0020474	0.000165463041631	APOA4,APOA2,APOE,FN1,APOC3,APOA1,ALB	
levothyroxine	DB00451	Hemorrhage	Brain Hemorrhage, Traumatic	C0553692	0.000148330901914	F7,ITGA2,APOA1	
pramlintide	DB01278	Hypertension	Essential hypertension	C0085580	6.35802469136e-05	GCGR,ADRB1,DRD1,CALCA,POMC,PTH,ADM,GNAS,CALCRL,ADORA2A,VIP,FSHR,ADRB3	
pramlintide	DB01278	Hypertension	Hypertension	C0020538	5.01450476585e-05	GCGR,RAMP2,ADRB1,DRD1,CALCA,IAPP,MC3R,POMC,MC4R,PTGER4,MC2R,PTH,GPR83,GLP1R,ADM,GCG,GNAS,CALCRL,ADORA2A,ADORA2B,LHB,HTR4,AVP,FSHR,CRHR1,ADRB3,RAMP1	
sapropterin	DB00360	Hypertension	Pulmonary hypertension, neonatal, susceptibility to	C0020542	0.000101423226013	TP53,AKT1,TPH1,NOS3,CAV1,PTGS2,CALM3	
