Predicted Cotherapy,Relationship,dme,Drugs with labeled DME,DME pathway intermediate,Intermediate node count,PMID,Notes
Plerixafor,Prevents,Myocardial Infarction,Olanzapine,CXCR4,73,23676772,"In conclusion, short-term intermittent administration of AMD3100 could accelerate the wound healing process in experimental MI and be a potential therapy for the treatment of MI."
Plerixafor,Prevents,Myocardial Infarction,Tropicamide,CXCR4,73,23676772,"In conclusion, short-term intermittent administration of AMD3100 could accelerate the wound healing process in experimental MI and be a potential therapy for the treatment of MI."
Prasugrel,Prevents,Myocardial Infarction,Propranolol,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Amitriptyline,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Pergolide,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Memantine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Nortriptyline,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Zolmitriptan,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Paroxetine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Tinzaparin,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Frovatriptan,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Eletriptan,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Pindolol,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Pasireotide,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Naratriptan,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Apomorphine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Risperidone,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Ropinirole,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Octreotide,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Nicardipine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Naloxone,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Progesterone,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Lurasidone,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Bromocriptine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Desipramine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Mirtazapine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Metoclopramide,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Almotriptan,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Dexamethasone,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Ketoprofen,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Trimipramine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Maraviroc,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Dihydroergotamine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Clozapine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Pentazocine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Diphenhydramine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Menthol,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Levodopa,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Amphetamine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Pilocarpine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Sumatriptan,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Imipramine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Pramipexole,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Trazodone,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Maprotiline,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Rizatriptan,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Perphenazine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Amoxapine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Atropine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Disopyramide,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Tramadol,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Aripiprazole,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Adenosine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Fentanyl,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Nalbuphine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Olanzapine,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Gabapentin,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Tropicamide,P2RY12,95,25400062,but MI was significantly reduced with prolonged prasugrel treatment
Prasugrel,Prevents,Myocardial Infarction,Propranolol,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Amitriptyline,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Pergolide,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Memantine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Nortriptyline,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Zolmitriptan,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Paroxetine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Tinzaparin,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Frovatriptan,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Eletriptan,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Pindolol,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Pasireotide,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Naratriptan,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Apomorphine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Risperidone,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Ropinirole,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Octreotide,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Nicardipine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Naloxone,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Progesterone,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Lurasidone,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Bromocriptine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Desipramine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Mirtazapine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Metoclopramide,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Almotriptan,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Dexamethasone,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Ketoprofen,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Trimipramine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Maraviroc,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Dihydroergotamine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Clozapine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Pentazocine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Diphenhydramine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Menthol,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Levodopa,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Amphetamine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Pilocarpine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Sumatriptan,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Imipramine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Pramipexole,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Trazodone,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Maprotiline,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Rizatriptan,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Perphenazine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Amoxapine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Atropine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Disopyramide,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Tramadol,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Aripiprazole,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Adenosine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Fentanyl,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Nalbuphine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Olanzapine,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Gabapentin,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Prasugrel,Prevents,Myocardial Infarction,Tropicamide,P2RY12,95,24818952,"Prasugrel, as compared with clopidogrel, significantly reduced the primary endpoint of the TRITON-TIMI 38 trial in NSTE-ACS patients, as well as in the UA and NSTEMI groups."
Quercetin,Prevents,Myocardial Infarction,Celecoxib,PIK3CG,1,27527349,"Overall, these findings revealed the cardio-protective potential of quercetin and its mechanism of action against ISO-induced MI in rats."
Quercetin,Prevents,Myocardial Infarction,Celecoxib,PIK3CG,1,28942082,"Administration of 3,5,7,3',4'- Pentahydroxy flavone (i.e. Quercetin (QTN)) isolated from MI-ALC showed significant protection against arsenic-induced oxido-nitrosative stress and myocardial injury via modulation of Nrf2, PPAR-γ, and apoptosis."
Rimonabant,Prevents,Myocardial Infarction,Propranolol,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Amitriptyline,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Pergolide,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Memantine,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Nortriptyline,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Zolmitriptan,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Paroxetine,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Tinzaparin,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Frovatriptan,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Eletriptan,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Pindolol,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Pasireotide,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Naratriptan,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Apomorphine,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Risperidone,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Ropinirole,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Octreotide,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Nicardipine,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Naloxone,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Progesterone,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Lurasidone,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Bromocriptine,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Desipramine,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Mirtazapine,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Metoclopramide,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Almotriptan,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Dexamethasone,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Ketoprofen,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Trimipramine,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Maraviroc,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
Rimonabant,Prevents,Myocardial Infarction,Dihydroergotamine,CNR1,69,23636507,"Blocking of CB1 receptor with rimonabant improves cardiac functions in the early and late stages after MI, decreases arterial stiffness and reduces cardiac remodelling"
